figure	published	ID	Nt	density	evaporation	plate_ID	set	person	organism	strain	genotype	included	sep_2a	marker	Environment	lineage	phi	mmss	mutation_rate	N0	background	luminescence	SD_Nt	cell_count	Competition_time	V	C_plates	environment_Glc	environment_YP	SD_mutation_rate	Lnet_per_cell	SD_mmss_plates	Nt_N0_strain	generations	generation_time	Wabs	coefficient_of_variation	N0_Nt	Luminescence_gross	background_per_cell	background_per_Lnet	mmss_per_V	DNA_repair	Ne	mutation_supply	believed_plastic	occurrence_in_table	genotype_marker	sep_2b	nominal_growth_rate	Growth period	m_per_Vt
Nc	yes	03_01	346775000	404166667			3	R	Escherichia coli	B	0_plus		_Rif50	Rif50	Glc1000	1	0.99998103	0.751	2.1657	6578			91263805.5		24	1	24	1000		0.1960275		0.27365532	52717.3913	15.6859914	91.8016571	15.6859914	36.4387903	0.00001897				0.751		54880.7758	0.00011886	plastic	1	0_plus_Rif50	_0_plus	0.7726	20.302862232	0.0369898584
Nc	yes	30_11	219193333	254166667			30	R	Escherichia coli	MG1665	MG1665		_Rif50	Rif50	Glc250	1	0.9999878	0.755	3.4444	2675			10188858.5		25	1	21	250		0.18106548		0.29206072	81941.433	16.3223055	91.8987823	15.6694133	38.6835391	1.22038e-5				0.755		23168.7319	7.98024e-5	plastic	1	MG1665_Rif50	_MG1665	0.9701558	16.151440091	0.0467450578
Nc	yes	30_12	223505333	259166667			30	R	Escherichia coli	MG1665	luxS		_Rif50	Rif50	Glc250	1	0.99998535	1.072	4.7963	3275			31564114.9		25	1	21	250		0.16313267		0.26152613	68245.9033	16.0584548	93.408738	15.4161166	24.396094	1.46529e-5				1.072		27933.4267	0.00013398	non-plastic	1	luxS_Rif50	_luxS	0.9701558	15.890351459	0.0674623216
Nc	yes	32_01	113944333	131666667			32	R	Escherichia coli	MG1665	MG1665		_Rif50	Rif50	Glc100	1	0.99993615	0.574	5.0375	7275			17353014.4		24	1	29	100		0.13669082		0.27094419	15662.4513	13.9350224	103.336755	13.9350224	47.2028207	6.3847e-5				0.574		54327.9097	0.00027368	plastic	1	MG1665_Rif50	_MG1665	0.9701558	14.363695403	0.0399618611
Nc	yes	32_02	103845000	115000000			32	R	Escherichia coli	MG1665	MG1665		_Rif50	Rif50	Glc100	1	0.99992994	0.664	6.3941	7275			17918350.8		24	1	34	100		0.11710518		0.23900869	14274.2268	13.801125	104.33932	13.801125	35.9952841	7.00563e-5				0.664		53841.062	0.00034427	plastic	1	MG1665_Rif50	_MG1665	0.9701558	14.225678989	0.0466761552
Nc	yes	40_01	107403333	116666667			40	R	Escherichia coli	MG1665	MG1665		_Rif50	Rif50	Glc100	1	0.9999041	0.508	4.7298	10300			16165204.7		24	1	21	100		0.16385171		0.33088675	10427.5081	13.3481068	107.880467	13.3481068	65.1351863	0.0000959				0.508		73896.4753	0.00034952	plastic	1	MG1665_Rif50	_MG1665	0.9701558	13.75872495	0.036922026
Nc	yes	40_02	124085000	138333333			40	R	Escherichia coli	MG1665	MG1665		_Rif50	Rif50	Glc100	1	0.99991699	0.638	5.1416	10300			10546798		24	1	21	100		0.15959912		0.30796966	12047.0874	13.5563968	106.222916	13.5563968	48.2711059	8.30076e-5				0.638		74968.7461	0.00038546	plastic	1	MG1665_Rif50	_MG1665	0.9701558	13.97342238	0.045658106
Nc	yes	40_03	102453500	115000000			40	R	Escherichia coli	MG1665	MG1665		_Rif50	Rif50	Glc100	1	0.99989947	0.954	9.3115	10300			22706059.8		24	1	21	100		0.13236868		0.27131181	9946.94175	13.2800373	108.43343	13.2800373	28.4393934	0.00010053				0.954		73546.0525	0.00068482	plastic	1	MG1665_Rif50	_MG1665	0.9701558	13.688561479	0.0696932254
Nc	yes	40_07	125815333	136666667			40	R	Escherichia coli	MG1665	luxS		_Rif50	Rif50	Glc100	1	0.99992449	0.699	5.5558	9500			25861771.6		24	1	21	100		0.15575115		0.29923758	13243.7193	13.6930207	105.163063	13.6930207	42.8093817	7.55075e-5				0.699		69794.6322	0.00038777	non-plastic	1	luxS_Rif50	_luxS	0.9701558	14.114249193	0.0495244196
Nc	yes	40_08	114367500	127500000			40	R	Escherichia coli	MG1665	luxS		_Rif50	Rif50	Glc100	1	0.99991693	0.863	7.5459	9500			32676952		24	1	21	100		0.14143193		0.28001612	12038.6842	13.5553901	106.230805	13.5553901	32.4468279	8.30656e-5				0.863		69141.1511	0.00052173	non-plastic	1	luxS_Rif50	_luxS	0.9701558	13.972384743	0.0617646891
Nc	yes	40_09	114332167	128333333			40	R	Escherichia coli	MG1665	luxS		_Rif50	Rif50	Glc100	1	0.99991691	0.834	7.2945	9500			13547832.8		24	1	20	100		0.14647972		0.29003725	12034.9649	13.5549443	106.234298	13.5549443	34.7766492	8.30912e-5				0.834		69139.0345	0.00050433	non-plastic	1	luxS_Rif50	_luxS	0.9701558	13.971925247	0.0596911296
2b	no	BB101_01	7906111.11	9333333.3	0.84708333	1	BB101	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	1%YP_Glc25	1	0.9993739	0.4653532	58.8599368	4950	38390.433	654135.9	5295682.45		72	1	17	25	1	0.08230352	0.08273801	0.37805943	1597.19416	10.641324	405.964521	3.547108	81.2413949	0.0006261	692526.33	0.00485579	0.05868877	0.4653532		28821.8373	0.00169645	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	8.8677699916	0.0524769136
2b	no	BB101_02	9741458.33	11500000	0.84708333	1	BB101	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	1%YP_Glc100	1	0.99937894	0.6243899	64.0961424	6050	188075.67	1464064.67	733595.686		72	1	16	100	1	0.08258935	0.15029215	0.35522825	1610.1584	10.6529869	405.52007	3.55099564	56.892056	0.00062106	1652140.3	0.01930673	0.12846131	0.6243899		35261.8816	0.00226015	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	8.8774890893	0.0703340656
2b	no	BB101_03	11294444.4	13333333	0.84708333	1	BB101	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	1%YP_Glc175	1	0.99941121	0.5421039	47.9973942	6650	2278136.7	2646716.67	2173447.03		72	1	16	175	1	0.09046749	0.23433793	0.37139846	1698.41269	10.7299713	402.610581	3.57665711	68.510568	0.00058879	4924853.3	0.20170418	0.86074067	0.5421039		39014.2515	0.00187258	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	8.9416427849	0.0606268795
2b	no	BB101_04	12706250	15000000	0.84708333	1	BB101	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	1%YP_Glc250	1	0.99958682	1.0699832	84.2092041	5250	3193233.3	4868433.33	3197669.46		72	1	16	250	1	0.0757858	0.38315265	0.2997936	2420.2381	11.2409333	384.309727	3.74697776	28.0185333	0.00041318	8061666.7	0.25131202	0.65590573	1.0699832		32139.3511	0.00270643	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	9.367444389	0.1142235978
2b	no	BB101_05	11153263.9	13166667	0.84708333	1	BB101	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	1%YP_Glc500	1	0.99937238	0.7358316	65.974553	7000	8280133.3	12301200	1603502.87		72	1	16	500	1	0.0818413	1.10292378	0.33731907	1593.32341	10.6378234	406.098111	3.54594114	45.8418838	0.00062762	20581333	0.74239553	0.6731159	0.7358316		40745.9326	0.00268819	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	8.8648528507	0.0830055064
2a	no	BB109_16	155409115	110833333	0.93479167	10	BB109	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc50	1	0.99996815	0.752	4.83884102	4950	40081.7667	2153901.57	29398603.4		24	1.5	17	50		0.18080819	0.01385956	0.3250147	31395.7808	14.9382831	96.3966202	14.9382831	43.2200403	3.18514e-5	2193983.33	0.00025791	0.01860891	0.50133333		39447.8897	0.00019088	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	15.397818651	0.0325587244
2a	no	BB109_17	220844531	157500000	0.93479167	10	BB109	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc60	1	0.99997827	0.515	2.33195723	4800	43177.3	2883116.03	49076562.5		24	1.5	16	60		0.23455469	0.01305496	0.37744773	46009.2773	15.4896372	92.9653796	15.4896372	73.2908218	2.17347e-5	2926293.33	0.00019551	0.01497591	0.34333333		39575.5853	9.22886e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	15.966133661	0.0215038494
2a	no	BB109_18	222013021	158333333	0.93479167	10	BB109	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc70	1	0.99998176	0.392	1.7656622	4050	53184.0333	2905295.97	48615345.8		24	1.5	16	70		0.25603551	0.01308615	0.41133057	54818.0299	15.7423629	91.4729265	15.7423629	104.931268	1.82422e-5	2958480	0.00023955	0.01830589	0.26133333		33903.6101	5.98623e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.226633762	0.0161052093
2a	no	BB109_19	254730729	181666667	0.93479167	10	BB109	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc80	1	0.99998381	0.735	2.88539982	4125	51199.8667	3243696.8	58061117.5		24	1.5	16	80		0.21933665	0.01273383	0.33743924	61752.904	15.9142194	90.4851169	15.9142194	45.9101008	1.61936e-5	3294896.67	0.000201	0.01578442	0.49		34885.8664	0.00010066	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.403776963	0.0298711694
2a	no	BB109_20	469732813	335000000	0.93479167	10	BB109	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc250	1	0.99999202	0.804	1.71161132	3750	61585.2667	5901204.73	25893920.1		24	1.5	16	250		0.25855532	0.0125629	0.3280352	125262.083	16.9345903	85.0330583	16.9345903	40.8003974	7.98326e-6	5962790	0.00013111	0.01043605	0.536		33627.4934	5.75572e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	17.455536786	0.0307065894
2b	no	BB87_01	4132500	9500000	0.87	100	BB87	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	1%YP_Glc25	1	0.9991591	4.057947	981.959347	3475			1305000	20400000	72	0.5	17	25	1	0.03391581		0.19111515	1189.20863	10.2157861	422.874945	3.40526204	4.70965127	0.0008409				8.115894		19495.9208	0.0191442	slightly	1	BY4742_HygB300	included_BY4742	0.4	8.5131551053	0.9533356199
2b	no	BB87_02	3987500	9166666.7	0.87	100	BB87	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	excluded	excluded_HygB300	HygB300	1%YP_Glc25	1	0.99837618	0.1875	47.0219436	6475			1004589.47	13400000	72	0.5	16	25	1	0.0910545		0.51889645	615.830116	9.26638861	466.201039	3.0887962	276.744772	0.00162382				0.375		33265.5921	0.00156421	slightly	1	Sigma_1278b_HygB300	excluded_Sigma_1278b	0.4	7.721990509	0.0485626083
2b	no	BB87_03	12107500	27833333	0.87	100	BB87	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	2%YP_Glc25	1	0.99963246	9.883477	816.310304	4450			3047588.19	24933333	72	0.5	16	25	2	0.03705456		0.14882624	2720.78652	11.409808	378.621619	3.80326935	1.50580858	0.00036754				19.766954		27617.1838	0.02254419	slightly	1	BY4742_HygB300	included_BY4742	0.4	9.508173372	2.0789433708
2b	no	BB87_04	16167500	37166667	0.87	100	BB87	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	excluded	excluded_HygB300	HygB300	2%YP_Glc25	1	0.99957167	0.2401383	14.8531498	6925			3923047.29	22633333	72	0.5	16	25	2	0.1309041		0.47998841	2334.65704	11.1889949	386.09366	3.72966497	199.879988	0.00042833				0.4802766		42213.7271	0.00062701	slightly	1	Sigma_1278b_HygB300	excluded_Sigma_1278b	0.4	9.3241624323	0.0515088195
3c	no	BB87_16	1323255.21	4250000	0.88958333	101	BB87	R	Saccharomyces cerevisiae	BY4742	PCD1_by	included	included_HygB300	HygB300	0.5%YP_Glc25	1	0.99932553	0.670858	506.975522	892.5			494259.417	8780000	72	0.35	16	25	0.5	0.04305318		0.34728614	1482.63889	10.5339515	410.102513	3.51131718	51.7674597	0.00067447				1.91673714		5148.86877	0.00261035	non-plastic	1	PCD1_by_HygB300	included_PCD1_by	0.4	8.7782929523	0.2183496442
3c	no	BB87_17	1240227.43	3983333.3	0.88958333	101	BB87	R	Saccharomyces cerevisiae	Sigma_1278b	PCD1_sigma	included	included_HygB300	HygB300	0.5%YP_Glc25	1	0.99703683	0.4158863	335.330674	3675			203176.984	7300000	72	0.35	16	25	0.5	0.04904018		0.4037375	337.476852	8.39864474	514.368703	2.79954825	97.078818	0.00296317				1.18824657		17297.0592	0.00580023	non-plastic	1	PCD1_sigma_HygB300	included_PCD1_sigma	0.4	6.9988706153	0.1697769021
3c	no	BB87_18	4068361.11	13066667	0.88958333	101	BB87	R	Saccharomyces cerevisiae	BY4742	PCD1_by	included	included_HygB300	HygB300	1%YP_Glc25	1	0.99962147	3.09826	761.549901	1540			560725.717	13566667	72	0.35	16	25	1	0.03787399		0.21447366	2641.79293	11.3673017	380.03742	3.78910056	6.92239077	0.00037853				8.85217143		9524.7206	0.00725355	non-plastic	1	PCD1_by_HygB300	included_PCD1_by	0.4	9.4727513945	0.9344878863
2b	no	BB90_01	408906.25	1000000	0.8178125	102	BB90	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	0.25%YP_Glc25	1	0.99535346	0.8132278	1988.78789	1900	184139	112831		4200000	72	0.5	17	25	0.25	0.0271554	0.27593366	0.31709893	215.213816	7.74962689	557.446192	2.58320896	38.9926331	0.00464654	296970	0.45032083	1.63198944	1.6264556		8332.49379	0.01657156	slightly	1	BY4742_HygB300	included_BY4742	0.4	6.4580224045	0.2518504115
2b	no	BB90_02	3578103	8750425	0.8178125	102	BB90	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	1.25%YP_Glc25	1	0.99894497	0.4335433	121.165685	3775	73749	4987916	144324	13175000	72	0.5	16	25	1.25	0.06757896	1.3940113	0.39848398	947.841854	9.88850256	436.871	3.29616752	91.913306	0.00105503	5061665	0.0206112	0.01478553	0.8670866		20563.2087	0.00249156	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	8.2404187983	0.1052236083
2b	no	BB90_03	1840078	4500000	0.8178125	102	BB90	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	0.5%YP_Glc25	1	0.99900819	0.4506789	244.923802	1825	174826	204922	867421	6240000	72	0.5	15	25	0.5	0.05591724	0.11136593	0.40655779	1008.26192	9.97765474	432.967477	3.32588491	90.2100778	0.00099181	379748	0.0950101	0.85313436	0.9013578		10022.1129	0.00245465	slightly	1	BY4742_HygB300	included_BY4742	0.4	8.3147122862	0.1084051701
2b	no	BB90_04	4702422	11500000	0.8178125	102	BB90	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	excluded	excluded_HygB300	HygB300	1.5%YP_Glc25	1	0.99913343	0.219	46.5717454	4075	84479	2593001		13200000	72	0.5	16	25	1.5	0.09133085	0.55141818	0.49412429	1153.96859	10.1723882	424.679033	3.39079608	225.627529	0.00086657	2677480	0.017965	0.03257962	0.438		22773.9026	0.00106062	slightly	1	Sigma_1278b_HygB300	excluded_Sigma_1278b	0.4	8.4769901992	0.0516692823
2b	no	BB90_05	3748307	9166667	0.8178125	102	BB90	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	0.75%YP_Glc25	1	0.99961316	0.8287908	221.110704	1450	156677	475413	2464770	19570000	72	0.5	16	25	0.75	0.05591445	0.12683406	0.32491215	2585.03931	11.3359705	381.087795	3.77865683	39.2031555	0.00038684	632090	0.0417994	0.32955977	1.6575816		8945.39568	0.00197792	slightly	1	BY4742_HygB300	included_BY4742	0.4	9.4466420869	0.1754678101
2b	no	BB90_06	2448646	5500000	0.89041667	103	BB90	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	0.5%YP_Glc25	1	0.99933637	0.863	352.439675	1625	150540	211045		4580000	72	0.5	17	25	0.5	0.04683601	0.08618845	0.31122052	1506.85908	10.5573288	409.194417	3.5191096	36.062633	0.00066363	361585	0.06147887	0.71330759	1.726		9393.63822	0.00331069	slightly	1	BY4742_HygB300	included_BY4742	0.4	8.7977739879	0.19618599
2b	no	BB90_07	16917917	38000000	0.89041667	103	BB90	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	2%YP_Glc25	1	0.99980199	0.3901321	23.0602916	3350	37671	5363089	4092528	31350000	72	0.5	16	25	2	0.11396558	0.31700646	0.41194991	5050.12448	12.3021032	351.159466	4.10070108	105.592417	0.00019801	5400760	0.00222669	0.00702412	0.7802642		22283.3322	0.00051386	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	10.251752694	0.0761103221
2b	no	BB90_08	49418125	111000000	0.89041667	103	BB90	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	5%YP_Glc25	1	0.99996408	17.43774	352.861222	1775	252926	8034189	3148098	65050000	72	0.5	16	25	5	0.04825928	0.16257576	0.12445338	27841.1972	14.7649336	292.585128	4.92164454	0.7137013	3.5918e-5	8287115	0.00511808	0.03148121	34.87548		13991.6423	0.00493711	slightly	1	BY4742_HygB300	included_BY4742	0.4	12.304111357	2.8344574417
2b	no	BB90_09	21592604	48500000	0.89041667	103	BB90	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	3%YP_Glc25	1	0.99983675	0.3409392	15.7896287	3525	176108	9436838	5402452	27900000	72	0.5	16	25	3	0.12840707	0.43704029	0.42981628	6125.56142	12.5806264	343.385129	4.19354212	126.068308	0.00016325	9612946	0.00815594	0.01866176	0.6818784		23937.9277	0.00037797	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	10.4838553	0.0650408061
2b	no	BB90_10	36173177	81250000	0.89041667	103	BB90	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	5%YP_Glc25	1	0.99991707	0.9518752	26.3143931	3000	408180	16020770	9601700	12950000	72	0.5	16	25	5	0.10932392	0.44289087	0.31104512	12057.7257	13.5576702	318.638818	4.5192234	32.6770906	8.29344e-5	16428950	0.01128405	0.02547818	1.9037504		21837.4665	0.00057464	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	11.298058492	0.1685024379
2a	no	BB93_07	133199219	152500000	0.8734375	104	BB93	R	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc100	1	0.99997673	1.717	12.890466	3100	626248	2909172	17873485.2		24	1	16	100	0	0.13688047	0.02184076	0.25829943	42967.49	15.3909579	93.5614281	15.3909579	15.0436479	2.32734e-5	3535420	0.00470159	0.21526675	1.717		25406.2966	0.0003275	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	15.864418769	0.1082296191
2b	no	BB95_01	66571.1806	166666.67	0.79885417	105	BB95	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	0.25%YP_Glc25	1	0.95118008	0.7459766	11205.6988	3250	220740	188539	115304.667	2176667	72	0.5	17	25	0.25	0.0157521	2.83214145	0.32583909	20.4834402	4.35638613	991.647634	1.45212871	43.6795327	0.04881992	409279	3.31584926	1.1707922	1.4919532		8933.55425	0.10010672	slightly	1	BY4742_HygB300	included_BY4742	0.4	3.6303217755	0.4109699614
2b	no	BB95_02	5925334.35	14834583	0.79885417	105	BB95	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	excluded	excluded_HygB300	HygB300	1.25%YP_Glc25	1	0.99939244	0.06762423	11.4127281	3600	87209.433	3984261	2135420.06	5843333	72	0.5	16	25	1.25	0.14223236	0.67241117	0.71547401	1645.92621	10.6846839	404.31706	3.56156131	1058.01428	0.00060756	4071470.4	0.01471806	0.02188848	0.13524846		21039.1873	0.00024011	slightly	1	Sigma_1278b_HygB300	excluded_Sigma_1278b	0.4	8.9039032847	0.0151897944
2b	no	BB95_03	1731123.64	4334016.7	0.79885417	105	BB95	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	0.5%YP_Glc25	1	0.9982959	0.5302624	306.311108	2950	204078	324665	1626961.97	2986667	72	0.5	16	25	0.5	0.05045856	0.18754582	0.37399129	586.821573	9.1967781	469.72972	3.0655927	70.5294751	0.0017041	528743	0.11788759	0.62858023	1.0605248		15053.5019	0.00461105	slightly	1	BY4742_HygB300	included_BY4742	0.4	7.6639817487	0.1383777826
2b	no	BB95_04	8322196.42	20835333	0.79885417	105	BB95	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	excluded	excluded_HygB300	HygB300	1.5%YP_Glc25	1	0.99962149	0.06747246	8.10753034	3150	53155.267	4968281	1099617.59	9553333	72	0.5	16	25	1.5	0.15840767	0.59699156	0.71598057	2641.96712	11.3673968	380.03424	3.78913227	1061.1449	0.00037851	5021436.3	0.00638717	0.01069893	0.13494492		19482.5327	0.00015796	slightly	1	Sigma_1278b_HygB300	excluded_Sigma_1278b	0.4	9.4728306627	0.0142454695
2b	no	BB95_05	1997321.82	5000466.7	0.79885417	105	BB95	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	0.75%YP_Glc25	1	0.9984329	1.3601715	680.997667	3130	245874.33	757700	199533.8	2486667	72	0.5	16	25	0.75	0.03923153	0.37935799	0.27796754	638.121987	9.31768843	463.634305	3.10589614	20.436213	0.0015671	1003574.3	0.12310201	0.3245009	2.720343		16160.4572	0.01100523	slightly	1	BY4742_HygB300	included_BY4742	0.4	7.764740362	0.3503456488
2b	no	BB95_06	936736.111	2333333.3	0.80291667	106	BB95	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	0.5%YP_Glc25	1	0.99685077	0.5653088	603.487784	2950	214512.33	315356	306618.867	1800000	72	0.5	17	25	0.5	0.03953676	0.33665404	0.35558351	317.537665	8.31078392	519.80656	2.77026131	62.900757	0.00314923	529868.33	0.22899974	0.68022277	1.1306176		13756.0987	0.00830164	slightly	1	BY4742_HygB300	included_BY4742	0.4	6.9256532643	0.1632506793
2b	no	BB95_07	19738368.1	49166667	0.80291667	106	BB95	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	excluded	excluded_HygB300	HygB300	2%YP_Glc25	1	0.99979355	0.21330203	10.8064673	4075	43988.6	8754611	4115355.88	18036667	72	0.5	16	25	2	0.14469906	0.44353266	0.49824469	4843.77131	12.241915	352.885965	4.08063835	233.586472	0.00020645	8798599.6	0.00222858	0.00502462	0.42660406		26983.2973	0.00029159	slightly	1	Sigma_1278b_HygB300	excluded_Sigma_1278b	0.4	10.201595865	0.0418173848
2b	no	BB95_08	30979201.4	77166667	0.80291667	106	BB95	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	3%YP_Glc25	1	0.99990881	21.53073	695.005973	2825	61014.767	7589039	1533094.33	64300000	72	0.5	15	25	3	0.0402591	0.24497207	0.12027544	10966.089	13.4207615	321.889336	4.47358716	0.55862221	0.00009119	7650053.8	0.00196954	0.00803985	43.06146		20370.3073	0.01415749	slightly	1	BY4742_HygB300	included_BY4742	0.4	11.183967888	3.8502846601
2b	no	BB95_09	29908645.8	74500000	0.80291667	106	BB95	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	excluded	excluded_HygB300	HygB300	3%YP_Glc25	1	0.99987127	0.1988031	6.64701108	3850	73453.067	13756047	2781384.92	23566667	72	0.5	16	25	3	0.16863541	0.45993547	0.50941626	7768.47943	12.9234165	334.27693	4.30780551	256.241609	0.00012873	13829500	0.00245591	0.00533969	0.3976062		26804.3381	0.00017817	slightly	1	Sigma_1278b_HygB300	excluded_Sigma_1278b	0.4	10.76951377	0.0369196055
2b	no	BB95_10	46502256.9	115833330	0.80291667	106	BB95	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	5%YP_Glc25	1	0.99991345	0.322735	6.94020079	4025	181168.33	24992332	15387345.1	12316667	72	0.5	16	25	5	0.16635808	0.53744342	0.43731018	11553.3558	13.4960243	320.094266	4.49867478	135.501318	8.65549e-5	25173500	0.0038959	0.00724896	0.64547		29174.588	0.00020248	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	11.246686944	0.0573920127
2b	no	BB95_11	1043194.44	3333333.3	0.89416667	107	BB95	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	0.5%YP_Glc25	1	0.99776887	0.3997594	383.206989	2327.5	199260.33	975816	239025.875	4016667	72	0.35	17	25	0.5	0.04561736	0.93541143	0.396593	448.203841	8.8080112	490.462591	2.93600373	99.2079231	0.00223113	1175076.3	0.19100977	0.20419867	1.14216971		11427.375	0.00437905	slightly	1	BY4742_HygB300	included_BY4742	0.4	7.3400093353	0.155608755
2b	no	BB95_12	1982069.44	6333333.3	0.89416667	107	BB95	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	1%YP_Glc25	1	0.99889636	0.9816159	495.247987	2187.5	229389.33	2212524	956103.501	2546667	72	0.35	16	25	1	0.04337175	1.11626967	0.30804524	906.088887	9.82350877	439.761403	3.27450292	31.3814433	0.00110364	2441913.3	0.11573224	0.10367767	2.80461686		11845.0172	0.00586622	slightly	1	BY4742_HygB300	included_BY4742	0.4	8.1862573122	0.3426006232
2b	no	BB95_13	8658513.89	27666667	0.89416667	107	BB95	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	2%YP_Glc25	1	0.9997413	5.12223	591.583044	2240	97718.867	4503591	2192570.39	10096667	72	0.35	16	25	2	0.04101013	0.52013441	0.18306128	3865.40799	11.916405	362.525443	3.97213499	3.57385899	0.0002587	4601309.9	0.01128587	0.02169799	14.6349429		14468.2874	0.00855919	slightly	1	BY4742_HygB300	included_BY4742	0.4	9.9303374839	1.4737608748
