Well,Sample,PriorAvg,PostAvg,Post2Avg,PriorRaw,PostRaw,Post2Raw,OD_bc,time,AddH2O2,Strain,Glucose,LB,Catalase,RepNum,Week,Block,CellRemovalMethod,GAIN,Treatment,NetAvg,Repeat,Nutrient,NetFU
E02,Sample X2,957.7,52422,55620.7,1126,52470,56195,NA,3,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,51464.3,MG_01000_1,Glc,51344
E03,Sample X3,934.3,50150.3,52385,1010,49916,52926,NA,3,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,49216,MG_080_2,Glc,48906
E04,Sample X4,1006.3,50027,52323,1002,49775,52027,NA,3,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,49020.7,MG_01000_2,Glc,48773
E05,Sample X5,1100.7,49399,52311.3,1255,49197,52591,NA,3,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,48298.3,blank_080_1,Glc,47942
E06,Sample X6,1007,47472,51092.3,1064,47941,50633,NA,3,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,46465,blank_01000_1,Glc,46877
E07,Sample X7,959,47038,49621.7,894,48670,51975,NA,3,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,46079,blank_080_2,Glc,47776
E08,Sample X8,1018,55303.3,57594.3,1061,54458,56848,NA,3,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,54285.3,blank_01000_2,Glc,53397
E10,Sample X9,1120,198226,207960.3,1191,205619,215576,NA,3,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,197106,S_0_.,NA,204428
E11,Sample X10,1129,107186.7,112304.7,1234,106375,110952,NA,3,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,106057.7,S_0_.,NA,105141
E12,Sample X11,1014,38643.7,40292.7,1120,38494,39232,NA,3,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,37629.7,S_0_.,NA,37374
F01,Sample X1,1085,50529.7,52272.3,1233,50938,52193,NA,3,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,49444.7,MG_080_1,Glc,49705
F02,Sample X2,957.7,52422,55620.7,1028,51465,55382,NA,3,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,51464.3,MG_01000_1,Glc,50437
F03,Sample X3,934.3,50150.3,52385,981,49851,51729,NA,3,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,49216,MG_080_2,Glc,48870
F04,Sample X4,1006.3,50027,52323,1193,49143,51563,NA,3,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,49020.7,MG_01000_2,Glc,47950
F05,Sample X5,1100.7,49399,52311.3,1220,48810,52041,NA,3,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,48298.3,blank_080_1,Glc,47590
F06,Sample X6,1007,47472,51092.3,1098,46066,49786,NA,3,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,46465,blank_01000_1,Glc,44968
F07,Sample X7,959,47038,49621.7,1059,45282,47356,NA,3,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,46079,blank_080_2,Glc,44223
F08,Sample X8,1018,55303.3,57594.3,1121,54444,57585,NA,3,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,54285.3,blank_01000_2,Glc,53323
F10,Sample X9,1120,198226,207960.3,1086,183626,196517,NA,3,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,197106,S_0_.,NA,182540
F11,Sample X10,1129,107186.7,112304.7,1182,105334,113003,NA,3,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,106057.7,S_0_.,NA,104152
F12,Sample X11,1014,38643.7,40292.7,967,38483,41067,NA,3,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,37629.7,S_0_.,NA,37516
D01,Sample X1,1113,67250.3,69329.7,823,68312,70994,NA,6,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,66137.3,MG_080_1,Glc,67489
D02,Sample X2,1252,68085.3,68424.7,1046,67633,69269,NA,6,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,66833.3,MG_01000_1,Glc,66587
D03,Sample X3,1320.7,67823.7,67344.3,1165,69757,68007,NA,6,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,66503,MG_080_2,Glc,68592
D04,Sample X4,1413.7,69626.3,71033.3,1135,69532,70662,NA,6,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,68212.6,MG_01000_2,Glc,68397
D05,Sample X5,1404.3,72056.7,72001.7,1113,72289,69561,NA,6,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,70652.4,blank_080_1,Glc,71176
D06,Sample X6,1241.3,67632,69091,1140,68334,69203,NA,6,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,66390.7,blank_01000_1,Glc,67194
D07,Sample X7,1195.3,70845,70808,962,69472,70219,NA,6,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,69649.7,blank_080_2,Glc,68510
D08,Sample X8,1272.3,69400,70561,1003,69673,70643,NA,6,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,68127.7,blank_01000_2,Glc,68670
D10,Sample X9,1429.3,245848,241377.7,1188,246665,246461,NA,6,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,244418.7,S_0_.,NA,245477
D11,Sample X10,1553.7,141977,142951,1641,143466,146013,NA,6,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,140423.3,S_0_.,NA,141825
D12,Sample X11,1190.7,50464.3,50116.3,1099,50854,49938,NA,6,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,49273.6,S_0_.,NA,49755
E01,Sample X1,1113,67250.3,69329.7,1131,65696,67416,NA,6,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,66137.3,MG_080_1,Glc,64565
E02,Sample X2,1252,68085.3,68424.7,1388,68516,67515,NA,6,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,66833.3,MG_01000_1,Glc,67128
E03,Sample X3,1320.7,67823.7,67344.3,1324,65564,66928,NA,6,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,66503,MG_080_2,Glc,64240
E04,Sample X4,1413.7,69626.3,71033.3,1476,69430,71927,NA,6,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,68212.6,MG_01000_2,Glc,67954
E05,Sample X5,1404.3,72056.7,72001.7,1477,72004,72383,NA,6,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,70652.4,blank_080_1,Glc,70527
E06,Sample X6,1241.3,67632,69091,1384,69002,69279,NA,6,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,66390.7,blank_01000_1,Glc,67618
E07,Sample X7,1195.3,70845,70808,1215,70413,70262,NA,6,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,69649.7,blank_080_2,Glc,69198
E08,Sample X8,1272.3,69400,70561,1217,68019,69358,NA,6,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,68127.7,blank_01000_2,Glc,66802
E10,Sample X9,1429.3,245848,241377.7,1331,245855,236057,NA,6,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,244418.7,S_0_.,NA,244524
E11,Sample X10,1553.7,141977,142951,1677,141016,140845,NA,6,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,140423.3,S_0_.,NA,139339
E12,Sample X11,1190.7,50464.3,50116.3,1125,48773,50395,NA,6,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,49273.6,S_0_.,NA,47648
F01,Sample X1,1113,67250.3,69329.7,1385,67743,69579,NA,6,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,66137.3,MG_080_1,Glc,66358
F02,Sample X2,1252,68085.3,68424.7,1322,68107,68490,NA,6,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,66833.3,MG_01000_1,Glc,66785
F03,Sample X3,1320.7,67823.7,67344.3,1473,68150,67098,NA,6,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,66503,MG_080_2,Glc,66677
F04,Sample X4,1413.7,69626.3,71033.3,1630,69917,70511,NA,6,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,68212.6,MG_01000_2,Glc,68287
F05,Sample X5,1404.3,72056.7,72001.7,1623,71877,74061,NA,6,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,70652.4,blank_080_1,Glc,70254
F06,Sample X6,1241.3,67632,69091,1200,65560,68791,NA,6,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,66390.7,blank_01000_1,Glc,64360
F07,Sample X7,1195.3,70845,70808,1409,72650,71943,NA,6,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,69649.7,blank_080_2,Glc,71241
F08,Sample X8,1272.3,69400,70561,1597,70508,71682,NA,6,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,68127.7,blank_01000_2,Glc,68911
F10,Sample X9,1429.3,245848,241377.7,1769,245024,241615,NA,6,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,244418.7,S_0_.,NA,243255
F11,Sample X10,1553.7,141977,142951,1343,141449,141995,NA,6,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,140423.3,S_0_.,NA,140106
F12,Sample X11,1190.7,50464.3,50116.3,1348,51766,50016,NA,6,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,49273.6,S_0_.,NA,50418
A01,Sample X1,1160,54407,56681.7,879,53433,55442,NA,12,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,53247,MG_080_1,Glc,52554
A02,Sample X2,1172.3,53395.7,55093.3,884,51318,53517,NA,12,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,52223.4,MG_01000_1,Glc,50434
A03,Sample X3,1211,54237.3,56028.7,858,52689,53921,NA,12,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,53026.3,MG_080_2,Glc,51831
A04,Sample X4,1193,56983.3,58252.7,915,54959,57228,NA,12,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,55790.3,MG_01000_2,Glc,54044
A05,Sample X5,1139.7,69333.3,70386.7,990,66132,68882,NA,12,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,68193.6,blank_080_1,Glc,65142
A06,Sample X6,1114.7,68083,70214.7,832,67118,69091,NA,12,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,66968.3,blank_01000_1,Glc,66286
A07,Sample X7,1125.7,65856.3,68946.7,905,64847,67377,NA,12,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,64730.6,blank_080_2,Glc,63942
A08,Sample X8,1100,70176.3,72465.3,959,68422,71199,NA,12,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,69076.3,blank_01000_2,Glc,67463
A10,Sample X9,1312,251701,255264.3,1319,247738,252733,NA,12,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,250389,S_0_.,NA,246419
A11,Sample X10,1343,138431.7,140350.3,1317,132201,138059,NA,12,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,137088.7,S_0_.,NA,130884
A12,Sample X11,1261,49740,50846.3,1134,47111,47273,NA,12,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,48479,S_0_.,NA,45977
B01,Sample X1,1160,54407,56681.7,1218,54753,57421,NA,12,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,53247,MG_080_1,Glc,53535
B02,Sample X2,1172.3,53395.7,55093.3,1315,54057,54808,NA,12,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,52223.4,MG_01000_1,Glc,52742
B03,Sample X3,1211,54237.3,56028.7,1461,54167,56865,NA,12,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,53026.3,MG_080_2,Glc,52706
B04,Sample X4,1193,56983.3,58252.7,1416,59026,57626,NA,12,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,55790.3,MG_01000_2,Glc,57610
B05,Sample X5,1139.7,69333.3,70386.7,1200,70096,70905,NA,12,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,68193.6,blank_080_1,Glc,68896
B06,Sample X6,1114.7,68083,70214.7,1195,69329,71275,NA,12,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,66968.3,blank_01000_1,Glc,68134
B07,Sample X7,1125.7,65856.3,68946.7,1220,66458,69139,NA,12,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,64730.6,blank_080_2,Glc,65238
B08,Sample X8,1100,70176.3,72465.3,1058,70302,72635,NA,12,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,69076.3,blank_01000_2,Glc,69244
B10,Sample X9,1312,251701,255264.3,1171,248099,253060,NA,12,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,250389,S_0_.,NA,246928
B11,Sample X10,1343,138431.7,140350.3,1360,136184,138451,NA,12,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,137088.7,S_0_.,NA,134824
B12,Sample X11,1261,49740,50846.3,1241,49323,51666,NA,12,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,48479,S_0_.,NA,48082
C01,Sample X1,1160,54407,56681.7,1383,55035,57182,NA,12,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,53247,MG_080_1,Glc,53652
C02,Sample X2,1172.3,53395.7,55093.3,1318,54812,56955,NA,12,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,52223.4,MG_01000_1,Glc,53494
C03,Sample X3,1211,54237.3,56028.7,1314,55856,57300,NA,12,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,53026.3,MG_080_2,Glc,54542
C04,Sample X4,1193,56983.3,58252.7,1248,56965,59904,NA,12,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,55790.3,MG_01000_2,Glc,55717
C05,Sample X5,1139.7,69333.3,70386.7,1229,71772,71373,NA,12,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,68193.6,blank_080_1,Glc,70543
C06,Sample X6,1114.7,68083,70214.7,1317,67802,70278,NA,12,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,66968.3,blank_01000_1,Glc,66485
C07,Sample X7,1125.7,65856.3,68946.7,1252,66264,70324,NA,12,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,64730.6,blank_080_2,Glc,65012
C08,Sample X8,1100,70176.3,72465.3,1283,71805,73562,NA,12,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,69076.3,blank_01000_2,Glc,70522
C10,Sample X9,1312,251701,255264.3,1446,259266,260000,NA,12,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,250389,S_0_.,NA,257820
C11,Sample X10,1343,138431.7,140350.3,1352,146910,144541,NA,12,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,137088.7,S_0_.,NA,145558
C12,Sample X11,1261,49740,50846.3,1408,52786,53600,NA,12,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,48479,S_0_.,NA,51378
A01,Sample X1,1049.3,44187,44492.3,1174,45671,45487,0.02075,24,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,43137.7,MG_080_1,Glc,44497
A02,Sample X2,1216.7,38029,36436.7,1434,38528,36485,0.112,24,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,36812.3,MG_01000_1,Glc,37094
A03,Sample X3,1126.3,55617.7,53635.3,950,54245,52584,0.02875,24,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,54491.4,MG_080_2,Glc,53295
A04,Sample X4,1194.3,36170,36168.3,1240,35953,35580,0.12,24,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,34975.7,MG_01000_2,Glc,34713
A05,Sample X5,1171,81416.7,80002.7,1155,82990,79169,0.006608334,24,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,80245.7,blank_080_1,Glc,81835
A06,Sample X6,1162,80298.3,78411.3,1262,76495,74635,1.04E-04,24,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,79136.3,blank_01000_1,Glc,75233
A07,Sample X7,1157,74946.7,74141.3,970,72454,71057,-3.17E-04,24,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,73789.7,blank_080_2,Glc,71484
A08,Sample X8,1091.7,124453.3,120871.3,1039,126118,120091,0.001104167,24,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,123361.6,blank_01000_2,Glc,125079
A10,Sample X9,1309,255348,241035.3,1262,254902,240707,NA,24,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,254039,S_0_.,NA,253640
A11,Sample X10,1142,142382.7,137837.7,1255,135030,132416,NA,24,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,141240.7,S_0_.,NA,133775
A12,Sample X11,1306.7,55226,53407,1289,53838,53676,NA,24,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,53919.3,S_0_.,NA,52549
B01,Sample X1,1049.3,44187,44492.3,980,43729,43684,0.02075,24,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,43137.7,MG_080_1,Glc,42749
B02,Sample X2,1216.7,38029,36436.7,1044,37439,36711,0.112,24,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,36812.3,MG_01000_1,Glc,36395
B03,Sample X3,1126.3,55617.7,53635.3,1361,57364,55072,0.02875,24,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,54491.4,MG_080_2,Glc,56003
B04,Sample X4,1194.3,36170,36168.3,1251,36471,36436,0.12,24,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,34975.7,MG_01000_2,Glc,35220
B05,Sample X5,1171,81416.7,80002.7,1270,79934,79189,0.006608334,24,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,80245.7,blank_080_1,Glc,78664
B06,Sample X6,1162,80298.3,78411.3,1093,83247,81585,1.04E-04,24,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,79136.3,blank_01000_1,Glc,82154
B07,Sample X7,1157,74946.7,74141.3,1139,77573,74857,-3.17E-04,24,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,73789.7,blank_080_2,Glc,76434
B08,Sample X8,1091.7,124453.3,120871.3,1171,125908,122128,0.001104167,24,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,123361.6,blank_01000_2,Glc,124737
B10,Sample X9,1309,255348,241035.3,1252,256951,243412,NA,24,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,254039,S_0_.,NA,255699
B11,Sample X10,1142,142382.7,137837.7,1000,146381,138382,NA,24,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,141240.7,S_0_.,NA,145381
B12,Sample X11,1306.7,55226,53407,1458,53530,51794,NA,24,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,53919.3,S_0_.,NA,52072
C01,Sample X1,1049.3,44187,44492.3,994,43161,44306,0.02075,24,0,MG,80,NA,0,1,RG4,RG4,syringe,2398,MG_080,43137.7,MG_080_1,Glc,42167
C02,Sample X2,1216.7,38029,36436.7,1172,38120,36114,0.112,24,0,MG,1000,NA,0,1,RG4,RG4,syringe,2398,MG_01000,36812.3,MG_01000_1,Glc,36948
C03,Sample X3,1126.3,55617.7,53635.3,1068,55244,53250,0.02875,24,0,MG,80,NA,0,2,RG4,RG4,syringe,2398,MG_080,54491.4,MG_080_2,Glc,54176
C04,Sample X4,1194.3,36170,36168.3,1092,36086,36489,0.12,24,0,MG,1000,NA,0,2,RG4,RG4,syringe,2398,MG_01000,34975.7,MG_01000_2,Glc,34994
C05,Sample X5,1171,81416.7,80002.7,1088,81326,81650,0.006608334,24,0,blank,80,NA,0,1,RG4,RG4,syringe,2398,blank_080,80245.7,blank_080_1,Glc,80238
C06,Sample X6,1162,80298.3,78411.3,1131,81153,79014,1.04E-04,24,0,blank,1000,NA,0,1,RG4,RG4,syringe,2398,blank_01000,79136.3,blank_01000_1,Glc,80022
C07,Sample X7,1157,74946.7,74141.3,1362,74813,76510,-3.17E-04,24,0,blank,80,NA,0,2,RG4,RG4,syringe,2398,blank_080,73789.7,blank_080_2,Glc,73451
C08,Sample X8,1091.7,124453.3,120871.3,1065,121334,120395,0.001104167,24,0,blank,1000,NA,0,2,RG4,RG4,syringe,2398,blank_01000,123361.6,blank_01000_2,Glc,120269
C10,Sample X9,1309,255348,241035.3,1413,254191,238987,NA,24,0.8,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,254039,S_0_.,NA,252778
C11,Sample X10,1142,142382.7,137837.7,1171,145737,142715,NA,24,0.2,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,141240.7,S_0_.,NA,144566
C12,Sample X11,1306.7,55226,53407,1173,58310,54751,NA,24,0.05,S,NA,NA,0,NA,RG4,RG4,syringe,2398,S_0,53919.3,S_0_.,NA,57137
A2,Sample X2,1233,101916,104415,1286,99138,102743,NA,0,0.2,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,100683,S_0_.,NA,97852
A3,Sample X3,1160,22048,22380.3,1194,20975,21445,0.012,0,0,blank,80,NA,0,1,RG7,RG7,syringe,2398,blank_080,20888,blank_080_1,Glc,19781
A4,Sample X4,1046,22488.3,23067.7,1147,22268,22968,0.006,0,0,blank,1000,NA,0,1,RG7,RG7,syringe,2398,blank_01000,21442.3,blank_01000_1,Glc,21121
A5,Sample X5,1132.7,18962,19631.7,1246,18954,19103,0.001,0,0,hpx,0,2,0,1,RG7,RG7,syringe,2398,hpx2_00,17829.3,hpx2_00_1,LB,17708
A6,Sample X6,970.3,25552.3,26172.7,1015,25375,25480,0.007,0,0,hpx,0,5,0,1,RG7,RG7,syringe,2398,hpx5_00,24582,hpx5_00_1,LB,24360
A7,Sample X7,974.7,20097,21112.3,1003,18955,20419,0.003,0,0,MG,80,NA,0,1,RG7,RG7,syringe,2398,MG_080,19122.3,MG_080_1,Glc,17952
A8,Sample X8,1101,23479.3,23906.7,1256,22889,24011,0.009,0,0,MG,1000,NA,0,1,RG7,RG7,syringe,2398,MG_01000,22378.3,MG_01000_1,Glc,21633
A9,Sample X9,1037,21829.3,22080.3,1141,22485,22159,0.007,0,0,MG,80,NA,0,2,RG7,RG7,syringe,2398,MG_080,20792.3,MG_080_2,Glc,21344
A10,Sample X10,1100,23181.7,23382.3,1100,23171,23742,2.00E-04,0,0,MG,1000,NA,0,2,RG7,RG7,syringe,2398,MG_01000,22081.7,MG_01000_2,Glc,22071
A11,Sample X11,1295.7,34853,35714.7,1346,33333,35951,NA,0,0.05,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,33557.3,S_0_.,NA,31987
A12,Sample X12,1185,103614.3,103566.3,1142,99972,99959,NA,0,0.2,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,102429.3,S_0_.,NA,98830
B1,Sample X1,1342.7,23286.7,24036.3,1139,33621,34845,NA,0,0.05,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,21944,S_0_.,NA,32482
B2,Sample X2,1233,101916,104415,1111,100815,103226,NA,0,0.2,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,100683,S_0_.,NA,99704
B3,Sample X3,1160,22048,22380.3,1175,22250,22232,0.012,0,0,blank,80,NA,0,1,RG7,RG7,syringe,2398,blank_080,20888,blank_080_1,Glc,21075
B4,Sample X4,1046,22488.3,23067.7,947,22313,22497,0.006,0,0,blank,1000,NA,0,1,RG7,RG7,syringe,2398,blank_01000,21442.3,blank_01000_1,Glc,21366
B5,Sample X5,1132.7,18962,19631.7,1114,18389,19913,0.001,0,0,hpx,0,2,0,1,RG7,RG7,syringe,2398,hpx2_00,17829.3,hpx2_00_1,LB,17275
B6,Sample X6,970.3,25552.3,26172.7,938,24720,26112,0.007,0,0,hpx,0,5,0,1,RG7,RG7,syringe,2398,hpx5_00,24582,hpx5_00_1,LB,23782
B7,Sample X7,974.7,20097,21112.3,947,20124,21223,0.003,0,0,MG,80,NA,0,1,RG7,RG7,syringe,2398,MG_080,19122.3,MG_080_1,Glc,19177
B8,Sample X8,1101,23479.3,23906.7,1052,23157,24112,0.009,0,0,MG,1000,NA,0,1,RG7,RG7,syringe,2398,MG_01000,22378.3,MG_01000_1,Glc,22105
B9,Sample X9,1037,21829.3,22080.3,1022,21433,21553,0.007,0,0,MG,80,NA,0,2,RG7,RG7,syringe,2398,MG_080,20792.3,MG_080_2,Glc,20411
B10,Sample X10,1100,23181.7,23382.3,1072,23113,23149,2.00E-04,0,0,MG,1000,NA,0,2,RG7,RG7,syringe,2398,MG_01000,22081.7,MG_01000_2,Glc,22041
B11,Sample X11,1295.7,34853,35714.7,1333,33931,34670,NA,0,0.05,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,33557.3,S_0_.,NA,32598
B12,Sample X12,1185,103614.3,103566.3,1179,101120,101914,NA,0,0.2,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,102429.3,S_0_.,NA,99941
C1,Sample X1,1342.7,23286.7,24036.3,1249,35011,36131,NA,0,0.05,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,21944,S_0_.,NA,33762
C2,Sample X2,1233,101916,104415,1302,105795,107276,NA,0,0.2,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,100683,S_0_.,NA,104493
C3,Sample X3,1160,22048,22380.3,1111,22919,23464,0.012,0,0,blank,80,NA,0,1,RG7,RG7,syringe,2398,blank_080,20888,blank_080_1,Glc,21808
C4,Sample X4,1046,22488.3,23067.7,1044,22884,23738,0.006,0,0,blank,1000,NA,0,1,RG7,RG7,syringe,2398,blank_01000,21442.3,blank_01000_1,Glc,21840
C5,Sample X5,1132.7,18962,19631.7,1038,19543,19879,0.001,0,0,hpx,0,2,0,1,RG7,RG7,syringe,2398,hpx2_00,17829.3,hpx2_00_1,LB,18505
C6,Sample X6,970.3,25552.3,26172.7,958,26562,26926,0.007,0,0,hpx,0,5,0,1,RG7,RG7,syringe,2398,hpx5_00,24582,hpx5_00_1,LB,25604
C7,Sample X7,974.7,20097,21112.3,974,21212,21695,0.003,0,0,MG,80,NA,0,1,RG7,RG7,syringe,2398,MG_080,19122.3,MG_080_1,Glc,20238
C8,Sample X8,1101,23479.3,23906.7,995,24392,23597,0.009,0,0,MG,1000,NA,0,1,RG7,RG7,syringe,2398,MG_01000,22378.3,MG_01000_1,Glc,23397
C9,Sample X9,1037,21829.3,22080.3,948,21570,22529,0.007,0,0,MG,80,NA,0,2,RG7,RG7,syringe,2398,MG_080,20792.3,MG_080_2,Glc,20622
C10,Sample X10,1100,23181.7,23382.3,1128,23261,23256,2.00E-04,0,0,MG,1000,NA,0,2,RG7,RG7,syringe,2398,MG_01000,22081.7,MG_01000_2,Glc,22133
C11,Sample X11,1295.7,34853,35714.7,1208,37295,36523,NA,0,0.05,S,NA,NA,0,NA,RG7,RG7,syringe,2398,S_0,33557.3,S_0_.,NA,36087
